Census,School Name,Category,Year Level,Students
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 5,100
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 8,147
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 6,75
01 February 2013,Canberra Girls Grammar School,Non Gov,Kindergarten,65
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 1,63
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 10,149
01 February 2013,Canberra Girls Grammar School,Non Gov,Preschool,71
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 12,147
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 3,77
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 2,62
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 11,157
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 4,79
01 February 2013,Canberra Grammar School,Non Gov,Year 5,95
01 February 2013,Canberra Grammar School,Non Gov,Year 6,94
01 February 2013,Canberra Grammar School,Non Gov,Year 7,157
01 February 2013,Canberra Grammar School,Non Gov,Year 9,168
01 February 2013,Canberra Grammar School,Non Gov,Year 8,157
01 February 2013,Canberra Grammar School,Non Gov,Preschool,127
01 February 2013,Canberra Grammar School,Non Gov,Kindergarten,77
01 February 2013,Canberra Grammar School,Non Gov,Year 1,72
01 February 2013,Canberra Grammar School,Non Gov,Year 10,151
01 February 2013,Canberra Grammar School,Non Gov,Year 4,77
01 February 2013,Canberra Grammar School,Non Gov,Year 3,82
01 February 2013,Canberra Grammar School,Non Gov,Year 12,137
01 February 2013,Canberra Grammar School,Non Gov,Year 2,74
01 February 2013,Canberra Grammar School,Non Gov,Year 11,179
01 February 2013,Canberra High School,Gov,Year 9,178
01 February 2013,Canberra High School,Gov,Year 8,188
01 February 2013,Canberra High School,Gov,Year 7,230
01 February 2013,Canberra High School,Gov,Year 10,157
01 February 2013,Canberra Montessori School,Non Gov,Year 5,6
01 February 2013,Canberra Montessori School,Non Gov,Year 6,6
01 February 2013,Canberra Montessori School,Non Gov,Kindergarten,30
01 February 2013,Canberra Montessori School,Non Gov,Preschool,68
01 February 2013,Canberra Montessori School,Non Gov,Year 1,19
01 February 2013,Canberra Montessori School,Non Gov,Year 3,16
01 February 2013,Canberra Montessori School,Non Gov,Year 4,9
01 February 2013,Canberra Montessori School,Non Gov,Year 2,25
01 February 2013,Caroline Chisholm School,Gov,Year 8,73
01 February 2013,Caroline Chisholm School,Gov,Year 6,31
01 February 2013,Caroline Chisholm School,Gov,Year 5,31
01 February 2013,Caroline Chisholm School,Gov,Year 7,74
01 February 2013,Caroline Chisholm School,Gov,Year 9,70
01 February 2013,Caroline Chisholm School,Gov,Year 1,42
01 February 2013,Caroline Chisholm School,Gov,Year 10,59
01 February 2013,Caroline Chisholm School,Gov,Kindergarten,36
01 February 2013,Caroline Chisholm School,Gov,Preschool,54
01 February 2013,Caroline Chisholm School,Gov,Year 2,27
01 February 2013,Caroline Chisholm School,Gov,Year 4,24
01 February 2013,Caroline Chisholm School,Gov,Year 3,31
01 February 2013,Chapman Primary School,Gov,Year 5,68
01 February 2013,Chapman Primary School,Gov,Year 6,56
01 February 2013,Chapman Primary School,Gov,Kindergarten,84
01 February 2013,Chapman Primary School,Gov,Year 1,74
01 February 2013,Chapman Primary School,Gov,Preschool,82
01 February 2013,Chapman Primary School,Gov,Year 4,59
01 February 2013,Chapman Primary School,Gov,Year 2,79
01 February 2013,Chapman Primary School,Gov,Year 3,81
01 February 2013,Charles Conder Primary School,Gov,Year 5,25
01 February 2013,Charles Conder Primary School,Gov,Year 6,50
01 February 2013,Charles Conder Primary School,Gov,Year 1,37
01 February 2013,Charles Conder Primary School,Gov,Preschool,91
01 February 2013,Charles Conder Primary School,Gov,Kindergarten,36
01 February 2013,Charles Conder Primary School,Gov,Year 2,32
01 February 2013,Charles Conder Primary School,Gov,Year 3,41
01 February 2013,Charles Conder Primary School,Gov,Year 4,44
01 February 2013,Charnwood-Dunlop School,Gov,Year 6,35
01 February 2013,Charnwood-Dunlop School,Gov,Year 5,42
01 February 2013,Charnwood-Dunlop School,Gov,Kindergarten,69
01 February 2013,Charnwood-Dunlop School,Gov,Year 1,51
01 February 2013,Charnwood-Dunlop School,Gov,Preschool,90
01 February 2013,Charnwood-Dunlop School,Gov,Year 4,44
01 February 2013,Charnwood-Dunlop School,Gov,Year 3,34
01 February 2013,Charnwood-Dunlop School,Gov,Year 2,39
01 February 2013,Covenant College,Non Gov,Year 5,12
01 February 2013,Covenant College,Non Gov,Year 9,15
01 February 2013,Covenant College,Non Gov,Year 7,7
01 February 2013,Covenant College,Non Gov,Year 8,19
01 February 2013,Covenant College,Non Gov,Year 6,24
01 February 2013,Covenant College,Non Gov,Kindergarten,15
01 February 2013,Covenant College,Non Gov,Year 1,7
01 February 2013,Covenant College,Non Gov,Year 10,8
01 February 2013,Covenant College,Non Gov,Year 2,16
01 February 2013,Covenant College,Non Gov,Year 4,13
01 February 2013,Covenant College,Non Gov,Year 3,9
01 February 2013,Cranleigh School,Gov,Year 5,7
01 February 2013,Cranleigh School,Gov,Year 6,11
01 February 2013,Cranleigh School,Gov,Year 1,8
01 February 2013,Cranleigh School,Gov,Kindergarten,8
01 February 2013,Cranleigh School,Gov,Preschool,55
01 February 2013,Cranleigh School,Gov,Year 2,8
01 February 2013,Cranleigh School,Gov,Year 3,6
01 February 2013,Cranleigh School,Gov,Year 4,5
01 February 2013,Curtin Primary School,Gov,Year 5,64
01 February 2013,Curtin Primary School,Gov,Year 6,61
01 February 2013,Curtin Primary School,Gov,Kindergarten,58
01 February 2013,Curtin Primary School,Gov,Preschool,78
01 February 2013,Curtin Primary School,Gov,Year 1,56
01 February 2013,Curtin Primary School,Gov,Year 2,58
01 February 2013,Curtin Primary School,Gov,Year 4,55
01 February 2013,Curtin Primary School,Gov,Year 3,72
01 February 2013,Daramalan College,Non Gov,Year 8,253
01 February 2013,Daramalan College,Non Gov,Year 7,254
01 February 2013,Daramalan College,Non Gov,Year 9,254
01 February 2013,Daramalan College,Non Gov,Year 10,248
01 February 2013,Daramalan College,Non Gov,Year 12,229
01 February 2013,Daramalan College,Non Gov,Year 11,222
01 February 2013,Dickson College,Gov,Year 8,12
01 February 2013,Dickson College,Gov,Year 7,10
01 February 2013,Dickson College,Gov,Year 9,8
01 February 2013,Dickson College,Gov,Year 10,20
01 February 2013,Dickson College,Gov,Year 11,430
01 February 2013,Dickson College,Gov,Year 12,368
01 February 2013,Duffy Primary School,Gov,Year 6,33
01 February 2013,Duffy Primary School,Gov,Year 5,29
01 February 2013,Duffy Primary School,Gov,Kindergarten,57
01 February 2013,Duffy Primary School,Gov,Year 1,61
01 February 2013,Duffy Primary School,Gov,Preschool,79
01 February 2013,Duffy Primary School,Gov,Year 4,38
01 February 2013,Duffy Primary School,Gov,Year 2,43
01 February 2013,Duffy Primary School,Gov,Year 3,43
01 February 2013,Emmaus Christian School,Non Gov,Year 6,32
01 February 2013,Emmaus Christian School,Non Gov,Year 8,32
01 February 2013,Emmaus Christian School,Non Gov,Year 5,27
01 February 2013,Emmaus Christian School,Non Gov,Year 7,34
01 February 2013,Emmaus Christian School,Non Gov,Year 9,24
01 February 2013,Emmaus Christian School,Non Gov,Kindergarten,24
01 February 2013,Emmaus Christian School,Non Gov,Year 1,26
01 February 2013,Emmaus Christian School,Non Gov,Preschool,24
01 February 2013,Emmaus Christian School,Non Gov,Year 10,17
01 February 2013,Emmaus Christian School,Non Gov,Year 4,30
01 February 2013,Emmaus Christian School,Non Gov,Year 3,25
01 February 2013,Emmaus Christian School,Non Gov,Year 2,21
01 February 2013,Erindale College,Gov,Year 10,28
01 February 2013,Erindale College,Gov,Year 11,266
01 February 2013,Erindale College,Gov,Year 12,264
01 February 2013,Evatt Primary School,Gov,Year 6,47
01 February 2013,Evatt Primary School,Gov,Year 5,36
01 February 2013,Evatt Primary School,Gov,Year 1,41
01 February 2013,Evatt Primary School,Gov,Preschool,38
01 February 2013,Evatt Primary School,Gov,Kindergarten,37
01 February 2013,Evatt Primary School,Gov,Year 4,35
01 February 2013,Evatt Primary School,Gov,Year 3,37
01 February 2013,Evatt Primary School,Gov,Year 2,49
01 February 2013,Fadden Primary School,Gov,Year 5,34
01 February 2013,Fadden Primary School,Gov,Year 6,29
01 February 2013,Fadden Primary School,Gov,Preschool,44
01 February 2013,Fadden Primary School,Gov,Kindergarten,48
01 February 2013,Fadden Primary School,Gov,Year 1,59
01 February 2013,Fadden Primary School,Gov,Year 4,41
01 February 2013,Fadden Primary School,Gov,Year 3,43
01 February 2013,Fadden Primary School,Gov,Year 2,46
01 February 2013,Farrer Primary School,Gov,Year 5,41
01 February 2013,Farrer Primary School,Gov,Year 6,46
01 February 2013,Farrer Primary School,Gov,Preschool,50
01 February 2013,Farrer Primary School,Gov,Kindergarten,38
01 February 2013,Farrer Primary School,Gov,Year 1,45
01 February 2013,Farrer Primary School,Gov,Year 2,49
01 February 2013,Farrer Primary School,Gov,Year 4,41
01 February 2013,Farrer Primary School,Gov,Year 3,37
01 February 2013,Florey Primary School,Gov,Year 5,44
01 February 2013,Florey Primary School,Gov,Year 6,33
01 February 2013,Florey Primary School,Gov,Preschool,74
01 February 2013,Florey Primary School,Gov,Kindergarten,64
01 February 2013,Florey Primary School,Gov,Year 1,64
01 February 2013,Florey Primary School,Gov,Year 2,60
01 February 2013,Florey Primary School,Gov,Year 4,48
01 February 2013,Florey Primary School,Gov,Year 3,59
01 February 2013,Forrest Primary School,Gov,Year 5,64
01 February 2013,Forrest Primary School,Gov,Year 6,68
01 February 2013,Forrest Primary School,Gov,Year 1,56
01 February 2013,Forrest Primary School,Gov,Kindergarten,56
01 February 2013,Forrest Primary School,Gov,Preschool,44
01 February 2013,Forrest Primary School,Gov,Year 2,57
01 February 2013,Forrest Primary School,Gov,Year 4,57
01 February 2013,Forrest Primary School,Gov,Year 3,80
01 February 2013,Franklin Early Childhood School,Gov,Year 1,3
01 February 2013,Franklin Early Childhood School,Gov,Preschool,65
01 February 2013,Franklin Early Childhood School,Gov,Kindergarten,15
01 February 2013,Franklin Early Childhood School,Gov,Year 2,2
01 February 2013,Fraser Primary School,Gov,Year 6,54
01 February 2013,Fraser Primary School,Gov,Year 5,46
01 February 2013,Fraser Primary School,Gov,Preschool,60
01 February 2013,Fraser Primary School,Gov,Kindergarten,70
01 February 2013,Fraser Primary School,Gov,Year 1,51
01 February 2013,Fraser Primary School,Gov,Year 3,45
01 February 2013,Fraser Primary School,Gov,Year 4,48
01 February 2013,Fraser Primary School,Gov,Year 2,57
01 February 2013,"Galilee School, The",Non Gov,Year 9,4
01 February 2013,"Galilee School, The",Non Gov,Year 8,2
01 February 2013,"Galilee School, The",Non Gov,Year 7,1
01 February 2013,"Galilee School, The",Non Gov,Year 10,10
01 February 2013,Garran Primary School,Gov,Year 6,75
01 February 2013,Garran Primary School,Gov,Year 5,78
01 February 2013,Garran Primary School,Gov,Preschool,50
01 February 2013,Garran Primary School,Gov,Year 1,75
01 February 2013,Garran Primary School,Gov,Kindergarten,63
01 February 2013,Garran Primary School,Gov,Year 2,81
01 February 2013,Garran Primary School,Gov,Year 4,88
01 February 2013,Garran Primary School,Gov,Year 3,66
01 February 2013,Gilmore Primary School,Gov,Year 5,16
01 February 2013,Gilmore Primary School,Gov,Year 6,16
01 February 2013,Gilmore Primary School,Gov,Year 1,23
01 February 2013,Gilmore Primary School,Gov,Preschool,20
01 February 2013,Gilmore Primary School,Gov,Kindergarten,16
01 February 2013,Gilmore Primary School,Gov,Year 2,23
01 February 2013,Gilmore Primary School,Gov,Year 4,27
01 February 2013,Gilmore Primary School,Gov,Year 3,17
01 February 2013,Giralang Primary School,Gov,Year 6,13
01 February 2013,Giralang Primary School,Gov,Year 5,16
01 February 2013,Giralang Primary School,Gov,Preschool,33
01 February 2013,Giralang Primary School,Gov,Year 1,20
01 February 2013,Giralang Primary School,Gov,Kindergarten,36
01 February 2013,Giralang Primary School,Gov,Year 2,28
01 February 2013,Giralang Primary School,Gov,Year 4,22
01 February 2013,Giralang Primary School,Gov,Year 3,21
01 February 2013,Gold Creek School,Gov,Year 8,126
01 February 2013,Gold Creek School,Gov,Year 5,65
01 February 2013,Gold Creek School,Gov,Year 6,75
01 February 2013,Gold Creek School,Gov,Year 9,121
01 February 2013,Gold Creek School,Gov,Year 7,115
01 February 2013,Gold Creek School,Gov,Kindergarten,66
01 February 2013,Gold Creek School,Gov,Year 10,160
01 February 2013,Gold Creek School,Gov,Preschool,144
01 February 2013,Gold Creek School,Gov,Year 1,68
01 February 2013,Gold Creek School,Gov,Year 2,65
01 February 2013,Gold Creek School,Gov,Year 4,61
01 February 2013,Gold Creek School,Gov,Year 3,49
01 February 2013,Good Shepherd Primary School,Non Gov,Year 6,84
01 February 2013,Good Shepherd Primary School,Non Gov,Year 7,100
01 February 2013,Good Shepherd Primary School,Non Gov,Year 5,109
01 February 2013,Good Shepherd Primary School,Non Gov,Preschool,109
01 February 2013,Good Shepherd Primary School,Non Gov,Kindergarten,174
01 February 2013,Good Shepherd Primary School,Non Gov,Year 1,203
01 February 2013,Good Shepherd Primary School,Non Gov,Year 4,129
01 February 2013,Good Shepherd Primary School,Non Gov,Year 2,157
01 February 2013,Good Shepherd Primary School,Non Gov,Year 3,146
01 February 2013,Gordon Primary School,Gov,Year 5,43
01 February 2013,Gordon Primary School,Gov,Year 6,47
01 February 2013,Gordon Primary School,Gov,Kindergarten,61
01 February 2013,Gordon Primary School,Gov,Year 1,68
01 February 2013,Gordon Primary School,Gov,Preschool,109
01 February 2013,Gordon Primary School,Gov,Year 2,61
01 February 2013,Gordon Primary School,Gov,Year 3,46
01 February 2013,Gordon Primary School,Gov,Year 4,45
01 February 2013,Gowrie Primary School,Gov,Year 6,19
01 February 2013,Gowrie Primary School,Gov,Year 5,29
01 February 2013,Gowrie Primary School,Gov,Preschool,41
01 February 2013,Gowrie Primary School,Gov,Kindergarten,27
01 February 2013,Gowrie Primary School,Gov,Year 1,23
01 February 2013,Gowrie Primary School,Gov,Year 3,30
01 February 2013,Gowrie Primary School,Gov,Year 4,26
01 February 2013,Gowrie Primary School,Gov,Year 2,28
01 February 2013,Gungahlin College,Gov,Year 10,15
01 February 2013,Gungahlin College,Gov,Year 12,311
01 February 2013,Gungahlin College,Gov,Year 11,413
01 February 2013,Harrison School,Gov,Year 8,83
01 February 2013,Harrison School,Gov,Year 6,81
01 February 2013,Harrison School,Gov,Year 7,99
01 February 2013,Harrison School,Gov,Year 5,102
01 February 2013,Harrison School,Gov,Year 9,58
01 February 2013,Harrison School,Gov,Year 1,155
01 February 2013,Harrison School,Gov,Preschool,131
01 February 2013,Harrison School,Gov,Kindergarten,150
01 February 2013,Harrison School,Gov,Year 2,148
01 February 2013,Harrison School,Gov,Year 3,114
01 February 2013,Harrison School,Gov,Year 4,127
01 February 2013,Hawker College,Gov,Year 11,280
01 February 2013,Hawker College,Gov,Year 12,223
01 February 2013,Hawker Primary School,Gov,Year 6,48
01 February 2013,Hawker Primary School,Gov,Year 5,26
01 February 2013,Hawker Primary School,Gov,Year 1,37
01 February 2013,Hawker Primary School,Gov,Kindergarten,36
01 February 2013,Hawker Primary School,Gov,Preschool,48
01 February 2013,Hawker Primary School,Gov,Year 4,42
01 February 2013,Hawker Primary School,Gov,Year 3,49
01 February 2013,Hawker Primary School,Gov,Year 2,49
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 5,83
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 6,71
01 February 2013,Holy Family Parish Primary School,Non Gov,Preschool,90
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 1,97
01 February 2013,Holy Family Parish Primary School,Non Gov,Kindergarten,103
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 3,77
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 4,85
01 February 2013,Holy Family Parish Primary School,Non Gov,Year 2,113
01 February 2013,Holy Spirit Primary School,Non Gov,Year 6,75
01 February 2013,Holy Spirit Primary School,Non Gov,Year 5,78
01 February 2013,Holy Spirit Primary School,Non Gov,Kindergarten,61
01 February 2013,Holy Spirit Primary School,Non Gov,Year 1,60
01 February 2013,Holy Spirit Primary School,Non Gov,Year 3,71
01 February 2013,Holy Spirit Primary School,Non Gov,Year 2,67
01 February 2013,Holy Spirit Primary School,Non Gov,Year 4,57
01 February 2013,Holy Trinity Primary School,Non Gov,Year 5,33
01 February 2013,Holy Trinity Primary School,Non Gov,Year 6,17
01 February 2013,Holy Trinity Primary School,Non Gov,Kindergarten,50
01 February 2013,Holy Trinity Primary School,Non Gov,Preschool,60
01 February 2013,Holy Trinity Primary School,Non Gov,Year 1,50
01 February 2013,Holy Trinity Primary School,Non Gov,Year 2,48
01 February 2013,Holy Trinity Primary School,Non Gov,Year 4,37
01 February 2013,Holy Trinity Primary School,Non Gov,Year 3,30
01 February 2013,Hughes Primary School,Gov,Year 6,34
01 February 2013,Hughes Primary School,Gov,Year 5,38
01 February 2013,Hughes Primary School,Gov,Kindergarten,49
01 February 2013,Hughes Primary School,Gov,Year 1,41
01 February 2013,Hughes Primary School,Gov,Preschool,38
01 February 2013,Hughes Primary School,Gov,Year 3,48
01 February 2013,Hughes Primary School,Gov,Year 2,47
01 February 2013,Hughes Primary School,Gov,Year 4,44
01 February 2013,Isabella Plains Early Childhood School,Gov,Preschool,79
01 February 2013,Isabella Plains Early Childhood School,Gov,Kindergarten,36
01 February 2013,Isabella Plains Early Childhood School,Gov,Year 1,31
